"","X.x","Date","Species","site","transect","average_value","Week.x","month","year.x","YearMonth.x","YearMonthSite","WeekYearSite.x","cape.x","X.y","YearMonth.y","SiteCode","average_chl","Week.y","cape.y","year.y","WeekYearSite.y"
"471",457,"2024-04-11","Postelsia palmaeformis","YB",3,0,15,4,24,"Apr 2024","Apr 2024_YB","15_24_YB","Perpetua",6,"Apr 2024","YB",38.1066666666667,17,"Perpetua",24,"17_24_YB"
"472",458,"2024-04-11","Postelsia palmaeformis","YB",4,2.66666666666667,15,4,24,"Apr 2024","Apr 2024_YB","15_24_YB","Perpetua",4,"Apr 2024","YB",38.1066666666667,17,"Perpetua",24,"17_24_YB"
"473",458,"2024-04-11","Postelsia palmaeformis","YB",4,2.66666666666667,15,4,24,"Apr 2024","Apr 2024_YB","15_24_YB","Perpetua",5,"Apr 2024","YB",38.1066666666667,17,"Perpetua",24,"17_24_YB"
"474",458,"2024-04-11","Postelsia palmaeformis","YB",4,2.66666666666667,15,4,24,"Apr 2024","Apr 2024_YB","15_24_YB","Perpetua",6,"Apr 2024","YB",38.1066666666667,17,"Perpetua",24,"17_24_YB"
"475",459,"2024-04-11","Postelsia palmaeformis","YB",5,6,15,4,24,"Apr 2024","Apr 2024_YB","15_24_YB","Perpetua",4,"Apr 2024","YB",38.1066666666667,17,"Perpetua",24,"17_24_YB"
"476",459,"2024-04-11","Postelsia palmaeformis","YB",5,6,15,4,24,"Apr 2024","Apr 2024_YB","15_24_YB","Perpetua",5,"Apr 2024","YB",38.1066666666667,17,"Perpetua",24,"17_24_YB"
"477",459,"2024-04-11","Postelsia palmaeformis","YB",5,6,15,4,24,"Apr 2024","Apr 2024_YB","15_24_YB","Perpetua",6,"Apr 2024","YB",38.1066666666667,17,"Perpetua",24,"17_24_YB"
"487",469,"2024-05-22","Alaria marginata","TK",1,6.15,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",31,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"488",469,"2024-05-22","Alaria marginata","TK",1,6.15,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",32,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"489",469,"2024-05-22","Alaria marginata","TK",1,6.15,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",33,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"490",470,"2024-05-22","Alaria marginata","TK",2,16.7727272727273,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",31,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"491",470,"2024-05-22","Alaria marginata","TK",2,16.7727272727273,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",32,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"492",470,"2024-05-22","Alaria marginata","TK",2,16.7727272727273,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",33,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"493",471,"2024-05-22","Alaria marginata","TK",3,15.5,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",31,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"494",471,"2024-05-22","Alaria marginata","TK",3,15.5,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",32,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"495",471,"2024-05-22","Alaria marginata","TK",3,15.5,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",33,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"496",472,"2024-05-22","Alaria marginata","TK",4,17.5625,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",31,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"497",472,"2024-05-22","Alaria marginata","TK",4,17.5625,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",32,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"498",472,"2024-05-22","Alaria marginata","TK",4,17.5625,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",33,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"499",473,"2024-05-22","Alaria marginata","TK",5,9.88888888888889,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",31,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"500",473,"2024-05-22","Alaria marginata","TK",5,9.88888888888889,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",32,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"501",473,"2024-05-22","Alaria marginata","TK",5,9.88888888888889,21,5,24,"May 2024","May 2024_TK","21_24_TK","Perpetua",33,"May 2024","TK",6.42,19,"Perpetua",24,"19_24_TK"
"502",474,"2024-05-23","Egregia menziesii","FC",1,0,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"503",474,"2024-05-23","Egregia menziesii","FC",1,0,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"504",474,"2024-05-23","Egregia menziesii","FC",1,0,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"505",475,"2024-05-23","Egregia menziesii","FC",2,0.2,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"506",475,"2024-05-23","Egregia menziesii","FC",2,0.2,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"507",475,"2024-05-23","Egregia menziesii","FC",2,0.2,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"508",476,"2024-05-23","Egregia menziesii","FC",3,0,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"509",476,"2024-05-23","Egregia menziesii","FC",3,0,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"510",476,"2024-05-23","Egregia menziesii","FC",3,0,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"511",477,"2024-05-23","Egregia menziesii","FC",4,0,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"512",477,"2024-05-23","Egregia menziesii","FC",4,0,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"513",477,"2024-05-23","Egregia menziesii","FC",4,0,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"514",478,"2024-05-23","Postelsia palmaeformis","FC",1,12.25,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"515",478,"2024-05-23","Postelsia palmaeformis","FC",1,12.25,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"516",478,"2024-05-23","Postelsia palmaeformis","FC",1,12.25,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"517",479,"2024-05-23","Postelsia palmaeformis","FC",2,15,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"518",479,"2024-05-23","Postelsia palmaeformis","FC",2,15,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"519",479,"2024-05-23","Postelsia palmaeformis","FC",2,15,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"520",480,"2024-05-23","Postelsia palmaeformis","FC",3,12.6666666666667,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"521",480,"2024-05-23","Postelsia palmaeformis","FC",3,12.6666666666667,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"522",480,"2024-05-23","Postelsia palmaeformis","FC",3,12.6666666666667,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"523",481,"2024-05-23","Postelsia palmaeformis","FC",4,4.75,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"524",481,"2024-05-23","Postelsia palmaeformis","FC",4,4.75,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"525",481,"2024-05-23","Postelsia palmaeformis","FC",4,4.75,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"526",482,"2024-05-23","Postelsia palmaeformis","FC",5,13,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"527",482,"2024-05-23","Postelsia palmaeformis","FC",5,13,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"528",482,"2024-05-23","Postelsia palmaeformis","FC",5,13,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"529",483,"2024-05-24","Alaria marginata","BB",2,1.85714285714286,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"530",483,"2024-05-24","Alaria marginata","BB",2,1.85714285714286,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"531",483,"2024-05-24","Alaria marginata","BB",2,1.85714285714286,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"532",484,"2024-05-24","Alaria marginata","BB",3,8.66666666666667,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"533",484,"2024-05-24","Alaria marginata","BB",3,8.66666666666667,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"534",484,"2024-05-24","Alaria marginata","BB",3,8.66666666666667,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"535",485,"2024-05-24","Alaria marginata","BB",4,12.1,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"536",485,"2024-05-24","Alaria marginata","BB",4,12.1,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"537",485,"2024-05-24","Alaria marginata","BB",4,12.1,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"538",486,"2024-05-24","Alaria marginata","BB",5,6.85714285714286,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"539",486,"2024-05-24","Alaria marginata","BB",5,6.85714285714286,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"540",486,"2024-05-24","Alaria marginata","BB",5,6.85714285714286,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"541",487,"2024-05-24","Egregia menziesii","BB",1,0.2,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"542",487,"2024-05-24","Egregia menziesii","BB",1,0.2,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"543",487,"2024-05-24","Egregia menziesii","BB",1,0.2,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"544",488,"2024-05-24","Egregia menziesii","BB",2,0.333333333333333,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"545",488,"2024-05-24","Egregia menziesii","BB",2,0.333333333333333,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"546",488,"2024-05-24","Egregia menziesii","BB",2,0.333333333333333,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"547",489,"2024-05-24","Egregia menziesii","BB",3,0,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"548",489,"2024-05-24","Egregia menziesii","BB",3,0,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"549",489,"2024-05-24","Egregia menziesii","BB",3,0,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"550",490,"2024-05-24","Egregia menziesii","BB",4,0,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"551",490,"2024-05-24","Egregia menziesii","BB",4,0,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"552",490,"2024-05-24","Egregia menziesii","BB",4,0,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"553",491,"2024-05-24","Egregia menziesii","BB",5,0,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"554",491,"2024-05-24","Egregia menziesii","BB",5,0,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"555",491,"2024-05-24","Egregia menziesii","BB",5,0,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"556",492,"2024-05-24","Hedophyllum sessile","BB",1,2.36363636363636,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"557",492,"2024-05-24","Hedophyllum sessile","BB",1,2.36363636363636,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"558",492,"2024-05-24","Hedophyllum sessile","BB",1,2.36363636363636,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"559",493,"2024-05-24","Hedophyllum sessile","BB",2,2.33333333333333,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"560",493,"2024-05-24","Hedophyllum sessile","BB",2,2.33333333333333,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"561",493,"2024-05-24","Hedophyllum sessile","BB",2,2.33333333333333,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"562",494,"2024-05-24","Hedophyllum sessile","BB",3,2.69230769230769,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"563",494,"2024-05-24","Hedophyllum sessile","BB",3,2.69230769230769,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"564",494,"2024-05-24","Hedophyllum sessile","BB",3,2.69230769230769,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"565",495,"2024-05-24","Hedophyllum sessile","BB",4,5.25,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"566",495,"2024-05-24","Hedophyllum sessile","BB",4,5.25,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"567",495,"2024-05-24","Hedophyllum sessile","BB",4,5.25,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"568",496,"2024-05-24","Hedophyllum sessile","BB",5,4.42857142857143,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",7,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"569",496,"2024-05-24","Hedophyllum sessile","BB",5,4.42857142857143,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",8,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"570",496,"2024-05-24","Hedophyllum sessile","BB",5,4.42857142857143,21,5,24,"May 2024","May 2024_BB","21_24_BB","Foulweather",9,"May 2024","BB",2.06,21,"Foulweather",24,"21_24_BB"
"571",497,"2024-05-24","Hedophyllum sessile","FC",1,3,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"572",497,"2024-05-24","Hedophyllum sessile","FC",1,3,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"573",497,"2024-05-24","Hedophyllum sessile","FC",1,3,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"574",498,"2024-05-24","Hedophyllum sessile","FC",2,2.75,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"575",498,"2024-05-24","Hedophyllum sessile","FC",2,2.75,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"576",498,"2024-05-24","Hedophyllum sessile","FC",2,2.75,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"577",499,"2024-05-24","Hedophyllum sessile","FC",3,0.166666666666667,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"578",499,"2024-05-24","Hedophyllum sessile","FC",3,0.166666666666667,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"579",499,"2024-05-24","Hedophyllum sessile","FC",3,0.166666666666667,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"580",500,"2024-05-24","Hedophyllum sessile","FC",4,5.18181818181818,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"581",500,"2024-05-24","Hedophyllum sessile","FC",4,5.18181818181818,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"582",500,"2024-05-24","Hedophyllum sessile","FC",4,5.18181818181818,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"583",501,"2024-05-24","Hedophyllum sessile","FC",5,1.33333333333333,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"584",501,"2024-05-24","Hedophyllum sessile","FC",5,1.33333333333333,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"585",501,"2024-05-24","Hedophyllum sessile","FC",5,1.33333333333333,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"586",502,"2024-05-24","Lessoniopsis littoralis","FC",1,0.125,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"587",502,"2024-05-24","Lessoniopsis littoralis","FC",1,0.125,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"588",502,"2024-05-24","Lessoniopsis littoralis","FC",1,0.125,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"589",503,"2024-05-24","Lessoniopsis littoralis","FC",2,0.166666666666667,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"590",503,"2024-05-24","Lessoniopsis littoralis","FC",2,0.166666666666667,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",17,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"591",503,"2024-05-24","Lessoniopsis littoralis","FC",2,0.166666666666667,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",18,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
"592",504,"2024-05-24","Lessoniopsis littoralis","FC",3,1.125,21,5,24,"May 2024","May 2024_FC","21_24_FC","Foulweather",16,"May 2024","FC",3.31,21,"Foulweather",24,"21_24_FC"
